gem_id,meaning_representation,target,references
viggo-train-3195,"inform(name[Crysis], release_year[2007], genres[action-adventure, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Crysis was released in 2007. It's a first person action-adventure shooter game. You can get it for PlayStation, Xbox, and PC, and it's also available on Steam, though Linux and Mac support was dropped.","[""Crysis was released in 2007. It's a first person action-adventure shooter game. You can get it for PlayStation, Xbox, and PC, and it's also available on Steam, though Linux and Mac support was dropped.""]"
viggo-train-3196,"inform(name[Crysis], release_year[2007], genres[action-adventure, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Crysis is a 2007 action-adventure, first person shooter on PlayStation, Xbox, PC, and Steam. It's currently not supported on Linux or Mac.","[""Crysis is a 2007 action-adventure, first person shooter on PlayStation, Xbox, PC, and Steam. It's currently not supported on Linux or Mac.""]"
viggo-train-3197,"inform(name[Crysis], release_year[2007], genres[action-adventure, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Crysis is an action-adventure first person shooter that was released in 2007 for PlayStation, Xbox, and PC. It's available on Steam, but it doesn't have a Mac or Linux release.","[""Crysis is an action-adventure first person shooter that was released in 2007 for PlayStation, Xbox, and PC. It's available on Steam, but it doesn't have a Mac or Linux release.""]"
viggo-train-3198,"recommend(name[Stronghold 2], has_multiplayer[yes], platforms[PC])","If you're looking for a PC game with multiplayer, Stronghold 2 is an option. Are you familiar with it?","[""If you're looking for a PC game with multiplayer, Stronghold 2 is an option. Are you familiar with it?""]"
viggo-train-3199,"recommend(name[Stronghold 2], has_multiplayer[yes], platforms[PC])",Have you heard of the multiplayer PC game Stronghold 2?,['Have you heard of the multiplayer PC game Stronghold 2?']
viggo-train-3200,"recommend(name[Stronghold 2], has_multiplayer[yes], platforms[PC])","If you like multiplayer PC games, then I wonder if you've tried Stronghold 2.","[""If you like multiplayer PC games, then I wonder if you've tried Stronghold 2.""]"
viggo-train-3201,"confirm(name[Grand Theft Auto V], available_on_steam[yes])",So do you mean the Grand Theft Auto V on Steam?,['So do you mean the Grand Theft Auto V on Steam?']
viggo-train-3202,"confirm(name[Grand Theft Auto V], available_on_steam[yes])",Is this the Grand Theft Auto V that's on Steam?,"[""Is this the Grand Theft Auto V that's on Steam?""]"
viggo-train-3203,"confirm(name[Grand Theft Auto V], available_on_steam[yes])","Oh, do you mean the one that's on Steam too, Grand Theft Auto V?","[""Oh, do you mean the one that's on Steam too, Grand Theft Auto V?""]"
viggo-train-3204,"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",You said that you really disliked Konami's Dance Dance Revolution Universe 3. Are you fond of any music genre games?,"[""You said that you really disliked Konami's Dance Dance Revolution Universe 3. Are you fond of any music genre games?""]"
viggo-train-3205,"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",I know you said that Dance Dance Revolution Universe 3 wasn't very good at all. Is Konami a poor maker of music games in your book?,"[""I know you said that Dance Dance Revolution Universe 3 wasn't very good at all. Is Konami a poor maker of music games in your book?""]"
viggo-train-3206,"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",You mentioned disliking Dance Dance Revolution Universe 3. Are you generally not fond of music games from Konami?,['You mentioned disliking Dance Dance Revolution Universe 3. Are you generally not fond of music games from Konami?']
viggo-train-3207,"inform(name[The Legend of Zelda: Ocarina of Time], release_year[1998], developer[Nintendo EAD], esrb[E (for Everyone)], rating[excellent], genres[action-adventure, puzzle, role-playing], player_perspective[bird view, third person], platforms[Nintendo])","For puzzle RPG lovers, The Legend of Zelda: Ocarina of Time was released in 1998 by Nintendo EAD. However, it's only for the Nintendo consoles. It is rated E (for Everyone). It is an excellent action-adventure game that can be played both from a third person or a bird view perspective.","[""For puzzle RPG lovers, The Legend of Zelda: Ocarina of Time was released in 1998 by Nintendo EAD. However, it's only for the Nintendo consoles. It is rated E (for Everyone). It is an excellent action-adventure game that can be played both from a third person or a bird view perspective.""]"
viggo-train-3208,"inform(name[The Legend of Zelda: Ocarina of Time], release_year[1998], developer[Nintendo EAD], esrb[E (for Everyone)], rating[excellent], genres[action-adventure, puzzle, role-playing], player_perspective[bird view, third person], platforms[Nintendo])","The Legend of Zelda: Ocarina of Time came out in 1998 and is an excellent action-adventure puzzle RPG by Nintendo EAD. The game, rated E (for Everyone), is only available on Nintendo consoles. The game has a third person view, but it also provides a bird view perspective.","['The Legend of Zelda: Ocarina of Time came out in 1998 and is an excellent action-adventure puzzle RPG by Nintendo EAD. The game, rated E (for Everyone), is only available on Nintendo consoles. The game has a third person view, but it also provides a bird view perspective.']"
viggo-train-3209,"inform(name[The Legend of Zelda: Ocarina of Time], release_year[1998], developer[Nintendo EAD], esrb[E (for Everyone)], rating[excellent], genres[action-adventure, puzzle, role-playing], player_perspective[bird view, third person], platforms[Nintendo])","For an excellent puzzle role-playing game, try The Legend of Zelda: Ocarina of Time. This action-adventure gives players a bird view or third person perspective. Developed by Nintendo EAD, it was released in 1998 for Nintendo and is rated E (for Everyone).","['For an excellent puzzle role-playing game, try The Legend of Zelda: Ocarina of Time. This action-adventure gives players a bird view or third person perspective. Developed by Nintendo EAD, it was released in 1998 for Nintendo and is rated E (for Everyone).']"
viggo-train-3210,"inform(name[World of Warcraft], release_year[2004], developer[Blizzard Entertainment], genres[adventure, MMORPG], player_perspective[third person])",World of Warcraft by Blizzard Entertainment was released in 2004. It's an adventure MMORPG that is played in the third person.,"[""World of Warcraft by Blizzard Entertainment was released in 2004. It's an adventure MMORPG that is played in the third person.""]"
viggo-train-3211,"inform(name[World of Warcraft], release_year[2004], developer[Blizzard Entertainment], genres[adventure, MMORPG], player_perspective[third person])",World of Warcraft is a third person adventure MMORPG released in 2004 and developed by Blizzard Entertainment.,['World of Warcraft is a third person adventure MMORPG released in 2004 and developed by Blizzard Entertainment.']
viggo-train-3212,"inform(name[World of Warcraft], release_year[2004], developer[Blizzard Entertainment], genres[adventure, MMORPG], player_perspective[third person])",World of Warcraft is a third person adventure MMORPG. It was developed by Blizzard Entertainment and released in 2004.,['World of Warcraft is a third person adventure MMORPG. It was developed by Blizzard Entertainment and released in 2004.']
viggo-train-3213,"inform(name[Superhot], release_year[2016], rating[average], genres[indie, shooter, tactical], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Superhot is an average indie tactical shooter from 2016. It runs on PlayStation, Xbox, and PC, and it is supported on both Mac and Linux systems. You can download the game from Steam.","['Superhot is an average indie tactical shooter from 2016. It runs on PlayStation, Xbox, and PC, and it is supported on both Mac and Linux systems. You can download the game from Steam.']"
viggo-train-3214,"inform(name[Superhot], release_year[2016], rating[average], genres[indie, shooter, tactical], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Superhot, an indie tactical shooter with middling ratings, arrived in 2016 and is available for play on Xbox, PC, and PlayStation. You can find it on Steam, and it is even supported on Linux and Mac.","['Superhot, an indie tactical shooter with middling ratings, arrived in 2016 and is available for play on Xbox, PC, and PlayStation. You can find it on Steam, and it is even supported on Linux and Mac.']"
viggo-train-3215,"inform(name[Superhot], release_year[2016], rating[average], genres[indie, shooter, tactical], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Superhot is an indie tactical shooter with overall average reviews. It's available on all platforms; PlayStation, Xbox, Linux, Mac, and originally launched on PC through Steam in 2016.","[""Superhot is an indie tactical shooter with overall average reviews. It's available on all platforms; PlayStation, Xbox, Linux, Mac, and originally launched on PC through Steam in 2016.""]"
viggo-train-3216,"confirm(name[Horizon: Zero Dawn], release_year[2017])",Are you talking about Horizon: Zero Dawn from 2017?,['Are you talking about Horizon: Zero Dawn from 2017?']
viggo-train-3217,"confirm(name[Horizon: Zero Dawn], release_year[2017])",Is the Horizon: Zero Dawn you mentioned the one that came out in 2017?,['Is the Horizon: Zero Dawn you mentioned the one that came out in 2017?']
viggo-train-3218,"confirm(name[Horizon: Zero Dawn], release_year[2017])","Are you talking about Horizon: Zero Dawn, the game that came out in 2017?","['Are you talking about Horizon: Zero Dawn, the game that came out in 2017?']"
viggo-train-3219,request(specifier[disappointing]),Was there a game you found simply disappointing?,['Was there a game you found simply disappointing?']
viggo-train-3220,request(specifier[disappointing]),Has there been a game that was really disappointing to you?,['Has there been a game that was really disappointing to you?']
viggo-train-3221,request(specifier[disappointing]),What was the most disappointing release this year so far in your opinion?,['What was the most disappointing release this year so far in your opinion?']
viggo-train-3222,"give_opinion(name[World of Warcraft], rating[good], platforms[PC])","World of Warcraft was good, but I think it could have been even more popular if they released the game on more than just PC.","['World of Warcraft was good, but I think it could have been even more popular if they released the game on more than just PC.']"
viggo-train-3223,"give_opinion(name[World of Warcraft], rating[good], platforms[PC])",I really enjoyed World of Warcraft when I picked it up for the PC.,['I really enjoyed World of Warcraft when I picked it up for the PC.']
viggo-train-3224,"give_opinion(name[World of Warcraft], rating[good], platforms[PC])","World of Warcraft is a good game, especially because it's on my favorite platform, PC.","[""World of Warcraft is a good game, especially because it's on my favorite platform, PC.""]"
viggo-train-3225,"inform(name[The Vanishing of Ethan Carter], release_year[2014], rating[average], genres[adventure, indie])",The Vanishing of Ethan Carter is an average-rated 2014 indie adventure game.,['The Vanishing of Ethan Carter is an average-rated 2014 indie adventure game.']
viggo-train-3226,"inform(name[The Vanishing of Ethan Carter], release_year[2014], rating[average], genres[adventure, indie])",The Vanishing of Ethan Carter is an average indie adventure game that came out in 2014.,['The Vanishing of Ethan Carter is an average indie adventure game that came out in 2014.']
viggo-train-3227,"inform(name[The Vanishing of Ethan Carter], release_year[2014], rating[average], genres[adventure, indie])","The 2014 indie game, The Vanishing of Ethan Carter, is a decent adventure game.","['The 2014 indie game, The Vanishing of Ethan Carter, is a decent adventure game.']"
viggo-train-3228,"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], has_multiplayer[yes], platforms[PlayStation])",Tom Clancy's Splinter Cell: Chaos Theory is one of the better PlayStation games. I really enjoy destroying my friends in an online multiplayer.,"[""Tom Clancy's Splinter Cell: Chaos Theory is one of the better PlayStation games. I really enjoy destroying my friends in an online multiplayer.""]"
viggo-train-3229,"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], has_multiplayer[yes], platforms[PlayStation])",Tom Clancy's Splinter Cell: Chaos Theory had one of the better multiplayer modes among PlayStation games.,"[""Tom Clancy's Splinter Cell: Chaos Theory had one of the better multiplayer modes among PlayStation games.""]"
viggo-train-3230,"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], has_multiplayer[yes], platforms[PlayStation])",I really enjoyed the multiplayer on Tom Clancy's Splinter Cell: Chaos Theory. I have good memories playing it on my PlayStation.,"[""I really enjoyed the multiplayer on Tom Clancy's Splinter Cell: Chaos Theory. I have good memories playing it on my PlayStation.""]"
viggo-train-3231,"inform(name[Undertale], release_year[2015], esrb[E (for Everyone)], rating[excellent], genres[adventure, indie, role-playing], player_perspective[bird view])",Undertale is an excellent indie adventure game that came out in 2015 and is rated E (for Everyone). This role-playing game has a bird view perspective.,['Undertale is an excellent indie adventure game that came out in 2015 and is rated E (for Everyone). This role-playing game has a bird view perspective.']
viggo-train-3232,"inform(name[Undertale], release_year[2015], esrb[E (for Everyone)], rating[excellent], genres[adventure, indie, role-playing], player_perspective[bird view])",Undertale is an excellent indie adventure role-playing game released in 2015. It is rated E (for Everyone) and is played from bird view perspective.,['Undertale is an excellent indie adventure role-playing game released in 2015. It is rated E (for Everyone) and is played from bird view perspective.']
viggo-train-3233,"inform(name[Undertale], release_year[2015], esrb[E (for Everyone)], rating[excellent], genres[adventure, indie, role-playing], player_perspective[bird view])","An excellent adventure game, Undertale, was released in 2015 and rated E (for Everyone). This indie role-playing game has a bird view perspective.","['An excellent adventure game, Undertale, was released in 2015 and rated E (for Everyone). This indie role-playing game has a bird view perspective.']"
viggo-train-3234,"inform(name[Need for Speed: Payback], release_year[2017], rating[poor], genres[driving/racing], platforms[PlayStation, Xbox, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback is a poorly-rated driving/racing game from 2017. It runs on PlayStation, Xbox, and PC. It is not out on Mac or Linux, and is not on Steam.","['Need for Speed: Payback is a poorly-rated driving/racing game from 2017. It runs on PlayStation, Xbox, and PC. It is not out on Mac or Linux, and is not on Steam.']"
viggo-train-3235,"inform(name[Need for Speed: Payback], release_year[2017], rating[poor], genres[driving/racing], platforms[PlayStation, Xbox, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback is a driving/racing game that was released on PlayStation, Xbox, and PC in 2017. It isn't not available on Steam or for the Mac and Linux. It received overall poor ratings.","[""Need for Speed: Payback is a driving/racing game that was released on PlayStation, Xbox, and PC in 2017. It isn't not available on Steam or for the Mac and Linux. It received overall poor ratings.""]"
viggo-train-3236,"inform(name[Need for Speed: Payback], release_year[2017], rating[poor], genres[driving/racing], platforms[PlayStation, Xbox, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback is a poor driving/racing game that released in 2017 on PlayStation, Xbox, and PC. It isn't available on Steam and doesn't have a Linux or Mac version.","[""Need for Speed: Payback is a poor driving/racing game that released in 2017 on PlayStation, Xbox, and PC. It isn't available on Steam and doesn't have a Linux or Mac version.""]"
viggo-train-3237,"give_opinion(name[Tomb Raider: The Angel of Darkness], developer[Core Design], rating[poor], has_multiplayer[no])","Core Design is a developer that is terrible at doing anything other than maybe multiplayer. Unfortunately, Tomb Raider: The Angel of Darkness is a single-player only game, so of course it was really bad.","['Core Design is a developer that is terrible at doing anything other than maybe multiplayer. Unfortunately, Tomb Raider: The Angel of Darkness is a single-player only game, so of course it was really bad.']"
viggo-train-3238,"give_opinion(name[Tomb Raider: The Angel of Darkness], developer[Core Design], rating[poor], has_multiplayer[no])",Core Design really screwed up the release of Tomb Raider: The Angel of Darkness due to their lack of multiplayer.,['Core Design really screwed up the release of Tomb Raider: The Angel of Darkness due to their lack of multiplayer.']
viggo-train-3239,"give_opinion(name[Tomb Raider: The Angel of Darkness], developer[Core Design], rating[poor], has_multiplayer[no])",Tomb Raider: The Angel of Darkness was a pretty poor single-player game from Core Design.,['Tomb Raider: The Angel of Darkness was a pretty poor single-player game from Core Design.']
viggo-train-3240,"inform(name[Far Cry 3], esrb[M (for Mature)], rating[good], genres[action-adventure, shooter], player_perspective[first person])",Far Cry 3 is a good action-adventure first person shooter rated M (for Mature).,['Far Cry 3 is a good action-adventure first person shooter rated M (for Mature).']
viggo-train-3241,"inform(name[Far Cry 3], esrb[M (for Mature)], rating[good], genres[action-adventure, shooter], player_perspective[first person])",Far Cry 3 is a good action-adventure first person shooter game. It has an M (for Mature) rating.,['Far Cry 3 is a good action-adventure first person shooter game. It has an M (for Mature) rating.']
viggo-train-3242,"inform(name[Far Cry 3], esrb[M (for Mature)], rating[good], genres[action-adventure, shooter], player_perspective[first person])",Far Cry 3 is a good first person shooter. The action-adventure game is rated M (for Mature).,['Far Cry 3 is a good first person shooter. The action-adventure game is rated M (for Mature).']
viggo-train-3243,"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Bus Driver is definitely not a game for me, not even close. For one thing, it's on the PC, for another, it was released in 2014 and I much prefer more recent games.","[""Bus Driver is definitely not a game for me, not even close. For one thing, it's on the PC, for another, it was released in 2014 and I much prefer more recent games.""]"
viggo-train-3244,"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Playing Bus Driver on PC is not an enjoyable experience. Also, being from 2014 it's quite dated, which doesn't help at all.","[""Playing Bus Driver on PC is not an enjoyable experience. Also, being from 2014 it's quite dated, which doesn't help at all.""]"
viggo-train-3245,"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Honestly, I wanted to like 2014's Bus Driver, but even on my PC it looked pretty messy, and wasn't fun at all.","[""Honestly, I wanted to like 2014's Bus Driver, but even on my PC it looked pretty messy, and wasn't fun at all.""]"
viggo-train-3246,"request(player_perspective[first person], specifier[colorful])",Can you think of any good colorful first person games for my son?,['Can you think of any good colorful first person games for my son?']
viggo-train-3247,"request(player_perspective[first person], specifier[colorful])",Do you know of any colorful games that are played from the first person perspective?,['Do you know of any colorful games that are played from the first person perspective?']
viggo-train-3248,"request(player_perspective[first person], specifier[colorful])",Have you played any colorful games with a first person perspective lately?,['Have you played any colorful games with a first person perspective lately?']
viggo-train-3249,"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",You said Far Cry 3 was pretty fun a moment ago. Would you say Ubisoft Massive has a good reputation for their PC games?,['You said Far Cry 3 was pretty fun a moment ago. Would you say Ubisoft Massive has a good reputation for their PC games?']
viggo-train-3250,"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",I remember you saying that you enjoyed Far Cry 3. In general are you fond of PC games from Ubisoft Massive?,['I remember you saying that you enjoyed Far Cry 3. In general are you fond of PC games from Ubisoft Massive?']
viggo-train-3251,"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",You said that you liked Far Cry 3. Do you regularly play games from Ubisoft Massive on PC?,['You said that you liked Far Cry 3. Do you regularly play games from Ubisoft Massive on PC?']
viggo-train-3252,"recommend(name[Transport Tycoon], developer[Chris Sawyer])",Chris Sawyer seems to be one of your favorite developers. Have you played their Transport Tycoon?,['Chris Sawyer seems to be one of your favorite developers. Have you played their Transport Tycoon?']
viggo-train-3253,"recommend(name[Transport Tycoon], developer[Chris Sawyer])","Since you like other games developed by Chris Sawyer, I wonder if you've ever played Transport Tycoon.","[""Since you like other games developed by Chris Sawyer, I wonder if you've ever played Transport Tycoon.""]"
viggo-train-3254,"recommend(name[Transport Tycoon], developer[Chris Sawyer])","Since you play games developed by Chris Sawyer, I wonder, have you played Transport Tycoon?","['Since you play games developed by Chris Sawyer, I wonder, have you played Transport Tycoon?']"
viggo-train-3255,"give_opinion(name[Stronghold 2], release_year[2005], rating[average], has_mac_release[no])","I think that Stronghold 2 is so-so, because the 2005 Mac release wasn't so great.","[""I think that Stronghold 2 is so-so, because the 2005 Mac release wasn't so great.""]"
viggo-train-3256,"give_opinion(name[Stronghold 2], release_year[2005], rating[average], has_mac_release[no])","Stronghold 2 is a decent game, all things considered. I wasn't wild about it not having a Mac release, but it came out in 2005, so what can you really expect there?","[""Stronghold 2 is a decent game, all things considered. I wasn't wild about it not having a Mac release, but it came out in 2005, so what can you really expect there?""]"
viggo-train-3257,"give_opinion(name[Stronghold 2], release_year[2005], rating[average], has_mac_release[no])","I was disappointed that Stronghold 2 didn't have a Mac release when it came out in 2005, but when I eventually played it, I thought it was alright.","[""I was disappointed that Stronghold 2 didn't have a Mac release when it came out in 2005, but when I eventually played it, I thought it was alright.""]"
viggo-train-3258,"inform(name[BioShock], release_year[2007], developer[2K Boston], genres[action-adventure, role-playing, shooter])","BioShock, by 2K Boston, is a 2007 shooter RPG with an action-adventure progression through the story.","['BioShock, by 2K Boston, is a 2007 shooter RPG with an action-adventure progression through the story.']"
viggo-train-3259,"inform(name[BioShock], release_year[2007], developer[2K Boston], genres[action-adventure, role-playing, shooter])","In 2007, 2K Boston released BioShock. It is an action-adventure role-playing shooter game.","['In 2007, 2K Boston released BioShock. It is an action-adventure role-playing shooter game.']"
viggo-train-3260,"inform(name[BioShock], release_year[2007], developer[2K Boston], genres[action-adventure, role-playing, shooter])","BioShock is an action-adventure, shooter RPG by the developer 2K Boston in 2007.","['BioShock is an action-adventure, shooter RPG by the developer 2K Boston in 2007.']"
viggo-train-3261,"inform(name[Warcraft III: Reign of Chaos], developer[Blizzard Entertainment], genres[real-time strategy], platforms[PC], available_on_steam[no])","Warcraft III: Reign of Chaos is a real-time strategy game developed by Blizzard Entertainment. It's available on PC, but not on Steam.","[""Warcraft III: Reign of Chaos is a real-time strategy game developed by Blizzard Entertainment. It's available on PC, but not on Steam.""]"
viggo-train-3262,"inform(name[Warcraft III: Reign of Chaos], developer[Blizzard Entertainment], genres[real-time strategy], platforms[PC], available_on_steam[no])","Warcraft III: Reign of Chaos, developed by Blizzard Entertainment, is a real-time strategy game playable on PC only. It has not become available on Steam.","['Warcraft III: Reign of Chaos, developed by Blizzard Entertainment, is a real-time strategy game playable on PC only. It has not become available on Steam.']"
viggo-train-3263,"inform(name[Warcraft III: Reign of Chaos], developer[Blizzard Entertainment], genres[real-time strategy], platforms[PC], available_on_steam[no])",Warcraft III: Reign of Chaos was developed by Blizzard Entertainment. It's a real-time strategy game for PC. It isn't available on Steam.,"[""Warcraft III: Reign of Chaos was developed by Blizzard Entertainment. It's a real-time strategy game for PC. It isn't available on Steam.""]"
viggo-train-3264,"inform(name[Little Big Adventure], release_year[1994], developer[Adeline Software International], esrb[T (for Teen)], rating[average], genres[action-adventure], player_perspective[third person], has_multiplayer[no])",Little Big Adventure is an average third person action-adventure game with no multiplayer that is rated T (for Teen). It was developed by Adeline Software International and released in 1994.,['Little Big Adventure is an average third person action-adventure game with no multiplayer that is rated T (for Teen). It was developed by Adeline Software International and released in 1994.']
viggo-train-3265,"inform(name[Little Big Adventure], release_year[1994], developer[Adeline Software International], esrb[T (for Teen)], rating[average], genres[action-adventure], player_perspective[third person], has_multiplayer[no])",An average-rated action-adventure game from 1994 is Little Big Adventure. It was released by Adeline Software International and has a T (for Teen) rating. It's a third person perspective game with no multiplayer.,"[""An average-rated action-adventure game from 1994 is Little Big Adventure. It was released by Adeline Software International and has a T (for Teen) rating. It's a third person perspective game with no multiplayer.""]"
viggo-train-3266,"inform(name[Little Big Adventure], release_year[1994], developer[Adeline Software International], esrb[T (for Teen)], rating[average], genres[action-adventure], player_perspective[third person], has_multiplayer[no])",Little Big Adventure is an average-rated third person action-adventure for single-player gaming. It came out in 1994 by Adeline Software International and is rated T (for Teen).,['Little Big Adventure is an average-rated third person action-adventure for single-player gaming. It came out in 1994 by Adeline Software International and is rated T (for Teen).']
viggo-train-3267,"request_explanation(esrb[M (for Mature)], rating[poor])",What is it about M rated games that you find so off-putting?,['What is it about M rated games that you find so off-putting?']
viggo-train-3268,"request_explanation(esrb[M (for Mature)], rating[poor])",Why is it if a game has an M rating you tend to dislike it?,['Why is it if a game has an M rating you tend to dislike it?']
viggo-train-3269,"request_explanation(esrb[M (for Mature)], rating[poor])",What do you dislike about M rated games?,['What do you dislike about M rated games?']
viggo-train-3270,"inform(name[Transport Tycoon], release_year[1994], rating[average], genres[simulation, strategy])",Transport Tycoon is a 1994 simulation strategy game with average ratings.,['Transport Tycoon is a 1994 simulation strategy game with average ratings.']
viggo-train-3271,"inform(name[Transport Tycoon], release_year[1994], rating[average], genres[simulation, strategy])",Transport Tycoon is an average simulation strategy game released in 1994.,['Transport Tycoon is an average simulation strategy game released in 1994.']
viggo-train-3272,"inform(name[Transport Tycoon], release_year[1994], rating[average], genres[simulation, strategy])",Transport Tycoon is an okay simulation strategy game released in 1994.,['Transport Tycoon is an okay simulation strategy game released in 1994.']
viggo-train-3273,"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], rating[average], has_multiplayer[yes])","Call of Duty: Advanced Warfare is pretty average in my view. I think that Sledgehammer Games is a talented developer, but adding multiplayer to the game just diluted their focus and made playing it just a so-so experience.","['Call of Duty: Advanced Warfare is pretty average in my view. I think that Sledgehammer Games is a talented developer, but adding multiplayer to the game just diluted their focus and made playing it just a so-so experience.']"
viggo-train-3274,"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], rating[average], has_multiplayer[yes])","In my opinion, Sledgehammer Games messed up the multiplayer mode in Call of Duty: Advanced Warfare, though otherwise it was good enough.","['In my opinion, Sledgehammer Games messed up the multiplayer mode in Call of Duty: Advanced Warfare, though otherwise it was good enough.']"
viggo-train-3275,"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], rating[average], has_multiplayer[yes])","I was surprised to see how mediocre Call of Duty: Advanced Warfare turned out to be. Especially for a developer like Sledgehammer Games, that multiplayer mode just felt incomplete.","['I was surprised to see how mediocre Call of Duty: Advanced Warfare turned out to be. Especially for a developer like Sledgehammer Games, that multiplayer mode just felt incomplete.']"
viggo-train-3276,"inform(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle])",The Room is an excellent indie point-and-click game with fun puzzle solving.,['The Room is an excellent indie point-and-click game with fun puzzle solving.']
viggo-train-3277,"inform(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle])","This indie game, The Room, is an excellent puzzle point-and-click experience.","['This indie game, The Room, is an excellent puzzle point-and-click experience.']"
viggo-train-3278,"inform(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle])","You should try the Room, it's an excellent point-and-click indie puzzle game.","[""You should try the Room, it's an excellent point-and-click indie puzzle game.""]"
viggo-train-3279,"inform(name[Lara Croft and the Temple of Osiris], rating[average], genres[action-adventure, puzzle, shooter])","Lara Croft and the Temple of Osiris is an action-adventure, puzzle-shooter with average ratings.","['Lara Croft and the Temple of Osiris is an action-adventure, puzzle-shooter with average ratings.']"
viggo-train-3280,"inform(name[Lara Croft and the Temple of Osiris], rating[average], genres[action-adventure, puzzle, shooter])","Lara Croft and the Temple of Osiris is an average action-adventure, puzzle, shooter game.","['Lara Croft and the Temple of Osiris is an average action-adventure, puzzle, shooter game.']"
viggo-train-3281,"inform(name[Lara Croft and the Temple of Osiris], rating[average], genres[action-adventure, puzzle, shooter])","Lara Croft and the Temple of Osiris, an action-adventure shooter game with puzzle elements, has been receiving average ratings.","['Lara Croft and the Temple of Osiris, an action-adventure shooter game with puzzle elements, has been receiving average ratings.']"
viggo-train-3282,"recommend(name[Stronghold 2], developer[Firefly Studios], platforms[PC])","Since you typically like PC games, you'd love Firefly Studios' Stronghold 2. Heard of it?","[""Since you typically like PC games, you'd love Firefly Studios' Stronghold 2. Heard of it?""]"
viggo-train-3283,"recommend(name[Stronghold 2], developer[Firefly Studios], platforms[PC])","One of my favorite PC games made by Firefly Studios is Stronghold 2, are you familiar with it?","['One of my favorite PC games made by Firefly Studios is Stronghold 2, are you familiar with it?']"
viggo-train-3284,"recommend(name[Stronghold 2], developer[Firefly Studios], platforms[PC])","If you like PC games by Firefly Studios, then have you heard about the game Stronghold 2?","['If you like PC games by Firefly Studios, then have you heard about the game Stronghold 2?']"
viggo-train-3285,"inform(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Skyforge is a third person adventure hack-and-slash MMORPG. This game was released on PlayStation, Xbox and PC, but not on Linux and Mac. It was rated poorly by players.","['Skyforge is a third person adventure hack-and-slash MMORPG. This game was released on PlayStation, Xbox and PC, but not on Linux and Mac. It was rated poorly by players.']"
viggo-train-3286,"inform(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","If you're looking for a third person adventure game, Skyforge is a hack-and-slash MMORPG with rather poor ratings. It is available on PlayStation, Xbox, and PC, but is not supported on Mac or Linux.","[""If you're looking for a third person adventure game, Skyforge is a hack-and-slash MMORPG with rather poor ratings. It is available on PlayStation, Xbox, and PC, but is not supported on Mac or Linux.""]"
