Utterance,Emotion,File_Name,Multi_Model_Predictions
"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",angry,dia482_utt7.mp4,"{""video"": [0.3798, 0.0, 0.2093, 0.0233, 0.2558, 0.124, 0.0078], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0006, 0.0001, 0.0002, 0.036, 0.9567, 0.0012, 0.0054]}"
Fine!  But please God.. tell me how to stop them from going off!,angry,dia482_utt9.mp4,"{""video"": [0.6224, 0.0, 0.102, 0.0306, 0.1429, 0.102, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0062, 0.0033, 0.4206, 0.1296, 0.4191, 0.018, 0.0031]}"
Theres a reset button?!,surprise,dia482_utt11.mp4,"{""video"": [0.4074, 0.0, 0.1481, 0.1111, 0.1852, 0.1111, 0.037], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0005, 0.0, 0.0, 0.0005, 0.9972, 0.0003, 0.0015]}"
"Reset button, reset button, where is there a reset button?",neutral,dia482_utt14.mp4,"{""video"": [0.0962, 0.0, 0.0, 0.0, 0.1538, 0.6923, 0.0577], ""audio"": [0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0078, 0.0001, 0.0003, 0.0062, 0.9798, 0.0014, 0.0044]}"
"Four letters: ""Circle or hoop"".",neutral,dia483_utt0.mp4,"{""video"": [0.0339, 0.0, 0.0, 0.0, 0.0339, 0.9322, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0001, 0.0, 0.002, 0.9974, 0.0002, 0.0]}"
"I turned it off. Mother of God, I turned it off!",angry,dia483_utt6.mp4,"{""video"": [0.9429, 0.019, 0.0, 0.0, 0.0095, 0.0286, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.3041, 0.007, 0.0011, 0.0093, 0.039, 0.4234, 0.2161]}"
"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",angry,dia483_utt8.mp4,"{""video"": [0.5255, 0.0, 0.0584, 0.0219, 0.1533, 0.2336, 0.0073], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0061, 0.0, 0.0005, 0.0057, 0.987, 0.0005, 0.0003]}"
"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",surprise,dia483_utt15.mp4,"{""video"": [0.2143, 0.0, 0.0, 0.0385, 0.3297, 0.4176, 0.0], ""audio"": [0.3333, 0.0, 0.3333, 0.0, 0.0, 0.3333, 0.0], ""text"": [0.0005, 0.0001, 0.0005, 0.0164, 0.9182, 0.0038, 0.0606]}"
"Hey, this-  Heyy...",happy,dia485_utt0.mp4,"{""video"": [0.0851, 0.0, 0.0071, 0.2606, 0.0762, 0.5709, 0.0], ""audio"": [0.1667, 0.1667, 0.1667, 0.0, 0.1667, 0.3333, 0.0], ""text"": [0.0005, 0.0001, 0.0013, 0.646, 0.3494, 0.0017, 0.0011]}"
"Ooh, its probably a residual check, hey can you open it for me, Im kinda.",neutral,dia486_utt3.mp4,"{""video"": [0.0211, 0.0, 0.0421, 0.0421, 0.6632, 0.2316, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0008, 0.0879, 0.9078, 0.0025, 0.0006]}"
"""Benefits lapsed.""",neutral,dia486_utt4.mp4,"{""video"": [0.013, 0.0, 0.0, 0.0, 0.0, 0.987, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.001, 0.9985, 0.0002, 0.0]}"
Hmm thats weird. I dont remember being in a move called benefits lapsed.,neutral,dia486_utt5.mp4,"{""video"": [0.0584, 0.0, 0.0, 0.0649, 0.026, 0.8506, 0.0], ""audio"": [0.0, 0.3333, 0.0, 0.0, 0.0, 0.6667, 0.0], ""text"": [0.4336, 0.5014, 0.0048, 0.0083, 0.0099, 0.0416, 0.0003]}"
Let me see that!,surprise,dia486_utt7.mp4,"{""video"": [0.2459, 0.0, 0.0164, 0.082, 0.1967, 0.459, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0005, 0.0002, 0.0001, 0.0505, 0.9448, 0.0022, 0.0017]}"
"Oh, I cant believe this!",surprise,dia486_utt9.mp4,"{""video"": [0.119, 0.0, 0.0, 0.1429, 0.0, 0.7381, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0008, 0.0015, 0.0003, 0.9971]}"
"When I had insurance I could get hit by a bus or catch on fire, yknow?",fear,dia486_utt11.mp4,"{""video"": [0.0932, 0.0, 0.0254, 0.0, 0.3644, 0.4661, 0.0508], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.1942, 0.0288, 0.0843, 0.0969, 0.422, 0.1599, 0.014]}"
"Im sorry man, theres never a good time to  stop catching on fire.",sad,dia486_utt14.mp4,"{""video"": [0.8548, 0.0, 0.0, 0.0, 0.0161, 0.129, 0.0], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0087, 0.0007, 0.0012, 0.0033, 0.0244, 0.9617, 0.0]}"
"All right well, I guess I gotta go get a job. Im gonna go see my agent.",sad,dia486_utt15.mp4,"{""video"": [0.1667, 0.0, 0.0111, 0.0, 0.0556, 0.7667, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.015, 0.0009, 0.0102, 0.4071, 0.5187, 0.0476, 0.0004]}"
I can't believe Phoebe's gonna have her babies!,surprise,dia487_utt0.mp4,"{""video"": [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0001, 0.001, 0.0025, 0.0008, 0.9953]}"
Remember when we went to Central Park and rented boats?.. That was fun.,happy,dia489_utt0.mp4,"{""video"": [0.0229, 0.0, 0.0076, 0.0153, 0.1756, 0.7786, 0.0], ""audio"": [0.6667, 0.0, 0.0, 0.0, 0.0, 0.3333, 0.0], ""text"": [0.0011, 0.001, 0.0, 0.9946, 0.0028, 0.0003, 0.0001]}"
Yeah. He could row like a viking.,happy,dia489_utt1.mp4,"{""video"": [0.0824, 0.0, 0.0588, 0.0588, 0.0706, 0.7294, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0072, 0.0021, 0.0003, 0.1583, 0.8313, 0.0007, 0.0]}"
Did he mention us?,neutral,dia491_utt0.mp4,"{""video"": [0.0571, 0.0, 0.0429, 0.3429, 0.2, 0.3571, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0004, 0.0, 0.0, 0.0015, 0.9976, 0.0002, 0.0003]}"
He said he's really gonna miss you guys.,sad,dia491_utt1.mp4,"{""video"": [0.0645, 0.0, 0.0161, 0.0323, 0.7097, 0.1774, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0324, 0.0012, 0.0015, 0.0213, 0.8229, 0.1205, 0.0002]}"
"You had a rough day, huh.. c'mere.",sad,dia491_utt2.mp4,"{""video"": [0.093, 0.0, 0.0, 0.0581, 0.1163, 0.7326, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0013, 0.0001, 0.0027, 0.0188, 0.9399, 0.0368, 0.0005]}"
Oh my God! Oh my God!!,sad,dia493_utt0.mp4,"{""video"": [0.0169, 0.0, 0.0, 0.0678, 0.0508, 0.8644, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0001, 0.0025, 0.0009, 0.0004, 0.9959]}"
"I dont know, Ive never had to use the other one.",neutral,dia493_utt5.mp4,"{""video"": [0.0278, 0.0, 0.0, 0.4444, 0.0833, 0.4444, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.2367, 0.0038, 0.0242, 0.0672, 0.5141, 0.1247, 0.0293]}"
"Freemont. West-Westmont, ah Westburg?",neutral,dia495_utt1.mp4,"{""video"": [0.5, 0.0, 0.0, 0.0385, 0.0, 0.4615, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0007, 0.0048, 0.9916, 0.0012, 0.0013]}"
Then why are you answering? Do you at least know what route were on?,angry,dia495_utt2.mp4,"{""video"": [0.3537, 0.0, 0.0, 0.2439, 0.0122, 0.3902, 0.0], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0, 0.0, 0.0004, 0.9987, 0.0004, 0.0001]}"
"I dont know, Im sorry, I always slept in the back when we drove up here.",sad,dia496_utt2.mp4,"{""video"": [0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], ""text"": [0.0116, 0.0013, 0.001, 0.0367, 0.0098, 0.9396, 0.0]}"
"Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?",neutral,dia496_utt3.mp4,"{""video"": [0.0245, 0.0, 0.0552, 0.1779, 0.0, 0.6503, 0.092], ""audio"": [0.0, 0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0011, 0.0, 0.0, 0.0021, 0.9962, 0.0004, 0.0002]}"
"No! No, I am not getting in a car with Ross, we will just have to live here!",angry,dia496_utt10.mp4,"{""video"": [0.1129, 0.0, 0.0081, 0.0, 0.3468, 0.4919, 0.0403], ""audio"": [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], ""text"": [0.0635, 0.0007, 0.0009, 0.8102, 0.1204, 0.0041, 0.0002]}"
"No you guys, I am not getting in a car with him, youll have to think of something else.",angry,dia496_utt12.mp4,"{""video"": [0.0, 0.0, 0.032, 0.0, 0.216, 0.752, 0.0], ""audio"": [0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0], ""text"": [0.9029, 0.0005, 0.0005, 0.0398, 0.0517, 0.0044, 0.0002]}"
"Oh good, oh Joey and Chandler are back.",happy,dia496_utt13.mp4,"{""video"": [0.0359, 0.0, 0.024, 0.0, 0.1377, 0.8024, 0.0], ""audio"": [0.0, 0.0, 0.3333, 0.3333, 0.3333, 0.0, 0.0], ""text"": [0.0006, 0.0004, 0.0013, 0.663, 0.2195, 0.0025, 0.1127]}"
"Im not wrong! I wish I was. Im sorry. Bet that barium enema doesnt sound so bad now, huh?",sad,dia497_utt2.mp4,"{""video"": [0.2733, 0.0, 0.03, 0.021, 0.4985, 0.1081, 0.0691], ""audio"": [0.0, 0.1667, 0.0, 0.0, 0.6667, 0.1667, 0.0], ""text"": [0.0021, 0.0007, 0.0002, 0.0079, 0.1293, 0.8595, 0.0003]}"
I know.,neutral,dia498_utt0.mp4,"{""video"": [0.0185, 0.0, 0.0741, 0.0, 0.4815, 0.4259, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0006, 0.0001, 0.0, 0.6652, 0.3332, 0.0008, 0.0]}"
"Okay, well-well gaze into our future and well think about our marriage and the days to come.",happy,dia498_utt2.mp4,"{""video"": [0.0391, 0.0, 0.0469, 0.2422, 0.3984, 0.2734, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0013, 0.0005, 0.0015, 0.9741, 0.0083, 0.014, 0.0003]}"
What is the matter with your face?!,surprise,dia498_utt4.mp4,"{""video"": [0.1707, 0.0, 0.0244, 0.122, 0.2439, 0.439, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0015, 0.0001, 0.0014, 0.0039, 0.9817, 0.0107, 0.0007]}"
"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",angry,dia498_utt5.mp4,"{""video"": [0.0791, 0.0, 0.014, 0.3814, 0.107, 0.4, 0.0186], ""audio"": [0.5, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0], ""text"": [0.012, 0.0003, 0.0001, 0.0025, 0.9848, 0.0003, 0.0]}"
"Yeah, Im pretty confident about that.",neutral,dia499_utt2.mp4,"{""video"": [0.037, 0.0, 0.0, 0.0, 0.0, 0.963, 0.0], ""audio"": [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], ""text"": [0.0006, 0.0002, 0.001, 0.9947, 0.0028, 0.0007, 0.0001]}"
Thats what makes it so easy for me to be 80% happy for Monica and Chandler!,happy,dia499_utt3.mp4,"{""video"": [0.0842, 0.0, 0.2526, 0.0, 0.0, 0.6632, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0001, 0.0, 0.9966, 0.0025, 0.0005, 0.0]}"
"Well yknow, some people make deals with a friend, like if neither of them are married by the time theyre 40, they marry each other.",neutral,dia499_utt6.mp4,"{""video"": [0.0825, 0.0, 0.2268, 0.0258, 0.0825, 0.5825, 0.0], ""audio"": [0.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.0], ""text"": [0.0006, 0.0001, 0.0003, 0.0324, 0.9625, 0.0039, 0.0002]}"
"Wh So If neither of you are married by the time youre 40, youre gonna marry Joey.",surprise,dia499_utt18.mp4,"{""video"": [0.0, 0.0, 0.0248, 0.0, 0.0165, 0.9587, 0.0], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0078, 0.0005, 0.0003, 0.0187, 0.9551, 0.0173, 0.0003]}"
"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",neutral,dia499_utt19.mp4,"{""video"": [0.0065, 0.0, 0.0, 0.2418, 0.0196, 0.732, 0.0], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0333, 0.0001, 0.0003, 0.0487, 0.9021, 0.0153, 0.0002]}"
"Oh, seriously?",surprise,dia499_utt20.mp4,"{""video"": [0.0317, 0.0, 0.0, 0.7063, 0.0079, 0.254, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0019, 0.0, 0.0001, 0.0009, 0.9862, 0.0006, 0.0103]}"
"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",happy,dia501_utt1.mp4,"{""video"": [0.0472, 0.0, 0.0, 0.8113, 0.0094, 0.1321, 0.0], ""audio"": [0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0], ""text"": [0.0004, 0.0, 0.0, 0.0046, 0.9937, 0.0004, 0.0008]}"
Then we went to this bar and he hooked us up with all these women!,happy,dia501_utt4.mp4,"{""video"": [0.2235, 0.0, 0.0, 0.5176, 0.1176, 0.1412, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0001, 0.0198, 0.9794, 0.0003, 0.0002]}"
Wo-women? You mean like old women?,disgust,dia501_utt5.mp4,"{""video"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.001, 0.0001, 0.0005, 0.0079, 0.9654, 0.0006, 0.0245]}"
"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.",surprise,dia501_utt8.mp4,"{""video"": [0.0419, 0.0, 0.0, 0.6886, 0.1377, 0.1257, 0.006], ""audio"": [0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0013, 0.0787, 0.9051, 0.0038, 0.0103]}"
"Thats great! Wow man, so Joey mustve really taught you some stuff huh?",surprise,dia501_utt9.mp4,"{""video"": [0.0426, 0.0, 0.0, 0.922, 0.0, 0.0355, 0.0], ""audio"": [0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0], ""text"": [0.0002, 0.0001, 0.0001, 0.9969, 0.0015, 0.0003, 0.0009]}"
"Phoebe, we are so proud of you! You're amazing!",happy,dia502_utt0.mp4,"{""video"": [0.0, 0.0, 0.0366, 0.4268, 0.0366, 0.5, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0001, 0.0007, 0.9961, 0.0013, 0.0005, 0.0011]}"
So does it really hurt as bad as they say?,happy,dia502_utt2.mp4,"{""video"": [0.1256, 0.0, 0.0386, 0.2126, 0.0725, 0.5507, 0.0], ""audio"": [0.75, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0041, 0.0005, 0.0009, 0.0005, 0.9482, 0.0455, 0.0002]}"
You roll another hard eight and we get married here tonight.,happy,dia503_utt1.mp4,"{""video"": [0.029, 0.0, 0.0, 0.1739, 0.5507, 0.2319, 0.0145], ""audio"": [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], ""text"": [0.0011, 0.0004, 0.0015, 0.4406, 0.5512, 0.0045, 0.0007]}"
I've never loved anybody as much as I love you.,happy,dia503_utt4.mp4,"{""video"": [0.1781, 0.0, 0.0, 0.4315, 0.2534, 0.137, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.1194, 0.0057, 0.0071, 0.6854, 0.1079, 0.0723, 0.0023]}"
"Okay, so if an eight comes up, we take it as a sign and we do it!",happy,dia503_utt5.mp4,"{""video"": [0.4835, 0.011, 0.0, 0.3516, 0.1538, 0.0, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0, 0.0005, 0.8996, 0.0987, 0.0005, 0.0]}"
Okay! That's a four! And where-where's the other one?,angry,dia503_utt9.mp4,"{""video"": [0.5405, 0.0, 0.0135, 0.0676, 0.0541, 0.3243, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0, 0.0001, 0.0024, 0.9966, 0.0004, 0.0001]}"
It went under the table.,neutral,dia503_utt10.mp4,"{""video"": [0.3636, 0.0, 0.0, 0.0, 0.1299, 0.4416, 0.0649], ""audio"": [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], ""text"": [0.0006, 0.0002, 0.0, 0.0025, 0.996, 0.0007, 0.0]}"
"Nobody move!  Okay, you look that way; I'll look this way!",angry,dia503_utt11.mp4,"{""video"": [0.1639, 0.0, 0.0492, 0.0164, 0.0328, 0.7377, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0046, 0.0002, 0.0019, 0.9115, 0.081, 0.0008, 0.0]}"
Well thats it. Im done. Whew!  There come the meat sweats.,happy,dia504_utt0.mp4,"{""video"": [0.1272, 0.0, 0.0173, 0.0058, 0.6069, 0.2428, 0.0], ""audio"": [0.0, 0.6667, 0.0, 0.0, 0.3333, 0.0, 0.0], ""text"": [0.0009, 0.0001, 0.0009, 0.981, 0.0163, 0.0006, 0.0001]}"
"Well Joey, were allwere all very proud of you.",happy,dia504_utt1.mp4,"{""video"": [0.0, 0.0, 0.0, 0.0, 0.1045, 0.8955, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0001, 0.0003, 0.0001, 0.9978, 0.0001, 0.0015, 0.0]}"
"No just, nobody press on my stomach.",neutral,dia504_utt4.mp4,"{""video"": [0.0597, 0.0, 0.0, 0.1194, 0.3134, 0.5075, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0363, 0.0005, 0.0071, 0.01, 0.8198, 0.1261, 0.0001]}"
Whoaheywh-wh-what do you got there? What is that? Pie?,surprise,dia504_utt6.mp4,"{""video"": [0.051, 0.0, 0.7449, 0.0612, 0.0714, 0.0, 0.0714], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0006, 0.9976, 0.0004, 0.0011]}"
Do you realize I have a classroom full of students?,angry,dia505_utt14.mp4,"{""video"": [0.3564, 0.0, 0.0198, 0.1881, 0.1485, 0.2871, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0007, 0.0001, 0.0003, 0.0063, 0.5885, 0.0026, 0.4015]}"
"Look, look, theres got to be a way we can work past this.",sad,dia506_utt0.mp4,"{""video"": [0.0, 0.0, 0.0, 0.2192, 0.0137, 0.7671, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.002, 0.0005, 0.0163, 0.9522, 0.0147, 0.0126, 0.0018]}"
"Okay,  I cant imagine, I cant imagine my life without you.",fear,dia506_utt1.mp4,"{""video"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0032, 0.0002, 0.0141, 0.0693, 0.6742, 0.2366, 0.0025]}"
"Without, without these arms, and your face, and this heart.",sad,dia506_utt2.mp4,"{""video"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""audio"": [0.0, 0.0, 0.25, 0.25, 0.0, 0.5, 0.0], ""text"": [0.0003, 0.0, 0.0001, 0.0013, 0.995, 0.0033, 0.0]}"
"I cant, youre a totally different person to me now.",sad,dia506_utt5.mp4,"{""video"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0239, 0.0007, 0.0007, 0.0032, 0.0389, 0.0067, 0.9259]}"
"I used to think of you as somebody that would never, ever hurt me, ever.",sad,dia506_utt6.mp4,"{""video"": [0.1154, 0.0, 0.0, 0.0, 0.0385, 0.8462, 0.0], ""audio"": [0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0], ""text"": [0.0215, 0.0003, 0.0128, 0.0194, 0.3058, 0.6385, 0.0017]}"
"God, and now I just cant stop picturing with her, I cant,  it doesnt matter what you say, or what you do, Ross.",sad,dia506_utt7.mp4,"{""video"": [0.0909, 0.0, 0.0, 0.0, 0.0606, 0.8485, 0.0], ""audio"": [0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0], ""text"": [0.0095, 0.0022, 0.0159, 0.725, 0.1386, 0.0169, 0.0918]}"
"Its just changed, everything.",sad,dia506_utt8.mp4,"{""video"": [0.375, 0.0, 0.0417, 0.0, 0.1667, 0.4167, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0008, 0.0001, 0.0009, 0.0122, 0.9654, 0.0061, 0.0145]}"
"Windows are clean, candels are lit.",neutral,dia507_utt0.mp4,"{""video"": [0.1667, 0.0, 0.0, 0.0417, 0.0, 0.7917, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0189, 0.0003, 0.0001, 0.3915, 0.5884, 0.0008, 0.0]}"
"Uh, belt's to tight, gotta change the belt.",happy,dia507_utt1.mp4,"{""video"": [0.1, 0.0, 0.0375, 0.175, 0.0125, 0.675, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0018, 0.0003, 0.0102, 0.0023, 0.9735, 0.0117, 0.0001]}"
Just a touch.,neutral,dia507_utt5.mp4,"{""video"": [0.2459, 0.0, 0.0, 0.541, 0.0492, 0.1639, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.0021, 0.9975, 0.0002, 0.0]}"
"I mean, you've been dating this guy since like, what... his midterms?",surprise,dia507_utt7.mp4,"{""video"": [0.0267, 0.0, 0.0, 0.0, 0.6133, 0.36, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0009, 0.0, 0.0001, 0.1502, 0.8461, 0.0006, 0.0021]}"
"I mean, why all the sudden are you so... Oh.",surprise,dia507_utt8.mp4,"{""video"": [0.043, 0.0, 0.0215, 0.0323, 0.7097, 0.1935, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0062, 0.0002, 0.0006, 0.0042, 0.2481, 0.0027, 0.738]}"
Could tonight be the Night?,happy,dia507_utt10.mp4,"{""video"": [0.0, 0.0, 0.0, 0.6567, 0.3433, 0.0, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.0017, 0.9969, 0.0005, 0.0006]}"
Look he's a great guy and I love being with him but... you know.,happy,dia507_utt12.mp4,"{""video"": [0.0, 0.0, 0.0, 0.6415, 0.0849, 0.2736, 0.0], ""audio"": [0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0], ""text"": [0.0012, 0.0002, 0.0001, 0.9967, 0.0012, 0.0006, 0.0001]}"
How's that different?  Oh! Yeah!,surprise,dia508_utt14.mp4,"{""video"": [0.2453, 0.0, 0.0, 0.195, 0.2893, 0.2704, 0.0], ""audio"": [0.3333, 0.3333, 0.3333, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0, 0.0001, 0.002, 0.989, 0.0006, 0.0079]}"
"All right, let's try one.",neutral,dia508_utt15.mp4,"{""video"": [0.1379, 0.0, 0.0, 0.3103, 0.2759, 0.2759, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0003, 0.9497, 0.0487, 0.0004, 0.0]}"
"Hmm, noodle soup.",neutral,dia508_utt16.mp4,"{""video"": [0.3684, 0.0132, 0.0, 0.2632, 0.0789, 0.2763, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0002, 0.0001, 0.0088, 0.9902, 0.0004, 0.0001]}"
"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",angry,dia508_utt22.mp4,"{""video"": [0.0336, 0.0, 0.0, 0.0588, 0.0672, 0.8403, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0598, 0.0046, 0.0056, 0.526, 0.2923, 0.0323, 0.0794]}"
I really think theyre out of rooms.,neutral,dia509_utt3.mp4,"{""video"": [0.0323, 0.0, 0.0, 0.0161, 0.0, 0.9516, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.0039, 0.9955, 0.0003, 0.0]}"
"Theyre not!! Ross, theyre just saving them for the important people!! Okay?! What-what if I was the president?!",angry,dia509_utt4.mp4,"{""video"": [0.0235, 0.0, 0.1647, 0.0235, 0.2824, 0.5059, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0132, 0.0001, 0.0001, 0.0074, 0.9784, 0.0007, 0.0001]}"
