signature;file_name;formID;editorID;text_content;content_source;name;topic;quest;topLevelPath;additional_content;speaker
DIAL;FalloutNV.esm;00124399;vDialogueGomorrahVMS21JoanaTopic035;I'd like to know more about you.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic035 ""I'd like to know more about you."" [DIAL:00124399]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19938] vDialogueGomorrahVMS21JoanaTopic035 [DIAL:00124399];;
INFO;FalloutNV.esm;00124402;;Yes?;NAM1;"vDialogueGomorrahVMS21JoanaTopic035 ""I'd like to know more about you."" [DIAL:00124399]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19939] Children of 00124399 \ [0] [INFO:00124402];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;0012439A;vDialogueGomorrahVMS21JoanaTopic036;I have questions about Gomorrah.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic036 ""I have questions about Gomorrah."" [DIAL:0012439A]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19940] vDialogueGomorrahVMS21JoanaTopic036 [DIAL:0012439A];;
INFO;FalloutNV.esm;001243F3;;Yes?;NAM1;"vDialogueGomorrahVMS21JoanaTopic036 ""I have questions about Gomorrah."" [DIAL:0012439A]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19941] Children of 0012439A \ [0] [INFO:001243F3];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;0012439B;vDialogueGomorrahVMS21JoanaTopic037;What can you tell me about the Omertas?;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic037 ""What can you tell me about the Omertas?"" [DIAL:0012439B]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19942] vDialogueGomorrahVMS21JoanaTopic037 [DIAL:0012439B];;
INFO;FalloutNV.esm;0012440D;;You'd best hold your tongue... friend, or someone here will take care of it, for good.;NAM1;"vDialogueGomorrahVMS21JoanaTopic037 ""What can you tell me about the Omertas?"" [DIAL:0012439B]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19943] Children of 0012439B \ [0] [INFO:0012440D];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012440E;;What do you want to know about those sons of bitches?;NAM1;"vDialogueGomorrahVMS21JoanaTopic037 ""What can you tell me about the Omertas?"" [DIAL:0012439B]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19943] Children of 0012439B \ [1] [INFO:0012440E];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;0012439C;vDialogueGomorrahVMS21JoanaTopic038;<Placeholder for Joana's Goodbyes>;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19944] vDialogueGomorrahVMS21JoanaTopic038 [DIAL:0012439C];;
INFO;FalloutNV.esm;00124408;;I'll see you soon, I'm sure.;NAM1;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19945] Children of 0012439C \ [0] [INFO:00124408];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;00124409;;Follow me, hon.;NAM1;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19945] Children of 0012439C \ [1] [INFO:00124409];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012440A;;Follow me, hon.;NAM1;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19945] Children of 0012439C \ [2] [INFO:0012440A];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012440B;;Follow me, hon.;NAM1;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19945] Children of 0012439C \ [3] [INFO:0012440B];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012510C;;Okay. See you soon.;NAM1;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19945] Children of 0012439C \ [4] [INFO:0012510C];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;001263FA;;Follow me, hon.;NAM1;"vDialogueGomorrahVMS21JoanaTopic038 ""<Placeholder for Joana's Goodbyes>"" [DIAL:0012439C]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19945] Children of 0012439C \ [5] [INFO:001263FA];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;0012439D;vDialogueGomorrahVMS21JoanaTopic039;I'll... I'm sure something good.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic039 ""I'll... I'm sure something good."" [DIAL:0012439D]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19946] vDialogueGomorrahVMS21JoanaTopic039 [DIAL:0012439D];;
INFO;FalloutNV.esm;001243F5;;"[FAILED] Honey, I've had better than just ""good."" And you were being so amusing...|Okay, we can have more fun together, but it's not going to be free, hon.";NAM1;"vDialogueGomorrahVMS21JoanaTopic039 ""I'll... I'm sure something good."" [DIAL:0012439D]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19947] Children of 0012439D \ [0] [INFO:001243F5];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;0012439E;vDialogueGomorrahVMS21JoanaTopic040;The better question is what are *you* going to do with it.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic040 ""The better question is what are *you* going to do with it."" [DIAL:0012439E]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19948] vDialogueGomorrahVMS21JoanaTopic040 [DIAL:0012439E];;
INFO;FalloutNV.esm;001243FC;;"[SUCCEEDED] Oh my, aren't you something else...!? I guess you'll have to see for yourself what I can do, huh?|Consider it ""on the house,"" honey.";NAM1;"vDialogueGomorrahVMS21JoanaTopic040 ""The better question is what are *you* going to do with it."" [DIAL:0012439E]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19949] Children of 0012439E \ [0] [INFO:001243FC];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;0012439F;vDialogueGomorrahVMS21JoanaTopic041;The better question is what are *you* going to do with it.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic041 ""The better question is what are *you* going to do with it."" [DIAL:0012439F]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19950] vDialogueGomorrahVMS21JoanaTopic041 [DIAL:0012439F];;
INFO;FalloutNV.esm;00124407;;"[SUCCEEDED] Oh my, aren't you something else...!? I guess you'll have to see for yourself what I can do, huh?|Consider it ""on the house,"" honey.";NAM1;"vDialogueGomorrahVMS21JoanaTopic041 ""The better question is what are *you* going to do with it."" [DIAL:0012439F]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19951] Children of 0012439F \ [0] [INFO:00124407];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243A0;vDialogueGomorrahVMS21JoanaTopic042;Lead the way.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic042 ""Lead the way."" [DIAL:001243A0]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19952] vDialogueGomorrahVMS21JoanaTopic042 [DIAL:001243A0];;
DIAL;FalloutNV.esm;001243A1;vDialogueGomorrahVMS21JoanaTopic043;Lead the way.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic043 ""Lead the way."" [DIAL:001243A1]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19953] vDialogueGomorrahVMS21JoanaTopic043 [DIAL:001243A1];;
DIAL;FalloutNV.esm;001243A2;vDialogueGomorrahVMS21JoanaTopic044;How does a 100 caps sound?;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic044 ""How does a 100 caps sound?"" [DIAL:001243A2]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19954] vDialogueGomorrahVMS21JoanaTopic044 [DIAL:001243A2];;
INFO;FalloutNV.esm;00124413;;Fine. Are you ready?;NAM1;"vDialogueGomorrahVMS21JoanaTopic044 ""How does a 100 caps sound?"" [DIAL:001243A2]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19955] Children of 001243A2 \ [0] [INFO:00124413];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243A3;vDialogueGomorrahVMS21JoanaTopic045;How does 75 caps sound?;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic045 ""How does 75 caps sound?"" [DIAL:001243A3]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19956] vDialogueGomorrahVMS21JoanaTopic045 [DIAL:001243A3];;
INFO;FalloutNV.esm;001243FA;;Well... ladies are always a welcome change.|Fine. Are you ready?;NAM1;"vDialogueGomorrahVMS21JoanaTopic045 ""How does 75 caps sound?"" [DIAL:001243A3]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19957] Children of 001243A3 \ [0] [INFO:001243FA];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243A4;vDialogueGomorrahVMS21JoanaTopic046;I am. Lead the way.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic046 ""I am. Lead the way."" [DIAL:001243A4]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19958] vDialogueGomorrahVMS21JoanaTopic046 [DIAL:001243A4];;
DIAL;FalloutNV.esm;001243A5;vDialogueGomorrahVMS21JoanaTopic047;I am. Lead the way.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic047 ""I am. Lead the way."" [DIAL:001243A5]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19959] vDialogueGomorrahVMS21JoanaTopic047 [DIAL:001243A5];;
DIAL;FalloutNV.esm;001243A6;vDialogueGomorrahVMS21JoanaTopic048;Actually, I'm short on caps right now.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic048 ""Actually, I'm short on caps right now."" [DIAL:001243A6]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19960] vDialogueGomorrahVMS21JoanaTopic048 [DIAL:001243A6];;
INFO;FalloutNV.esm;00124401;;{Irritated Disappointment}Damn shame. Anything else I can do for you?;NAM1;"vDialogueGomorrahVMS21JoanaTopic048 ""Actually, I'm short on caps right now."" [DIAL:001243A6]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19961] Children of 001243A6 \ [0] [INFO:00124401];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243A7;vDialogueGomorrahVMS21JoanaTopic049;Actually, I'm short on caps right now.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic049 ""Actually, I'm short on caps right now."" [DIAL:001243A7]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19962] vDialogueGomorrahVMS21JoanaTopic049 [DIAL:001243A7];;
INFO;FalloutNV.esm;001243F0;;{Irritated Disappointment}Damn shame. Anything else I can do for you?;NAM1;"vDialogueGomorrahVMS21JoanaTopic049 ""Actually, I'm short on caps right now."" [DIAL:001243A7]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19963] Children of 001243A7 \ [0] [INFO:001243F0];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243A8;vDialogueGomorrahVMS21JoanaTopic050;I have some questions.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic050 ""I have some questions."" [DIAL:001243A8]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19964] vDialogueGomorrahVMS21JoanaTopic050 [DIAL:001243A8];;
DIAL;FalloutNV.esm;001243A9;vDialogueGomorrahVMS21JoanaTopic051;Actually, let me ask you some questions.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic051 ""Actually, let me ask you some questions."" [DIAL:001243A9]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19965] vDialogueGomorrahVMS21JoanaTopic051 [DIAL:001243A9];;
DIAL;FalloutNV.esm;001243AA;vDialogueGomorrahVMS21JoanaTopic052;I just have some questions for you.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic052 ""I just have some questions for you."" [DIAL:001243AA]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19966] vDialogueGomorrahVMS21JoanaTopic052 [DIAL:001243AA];;
DIAL;FalloutNV.esm;001243AB;vDialogueGomorrahVMS21JoanaTopic053;What's your story?;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic053 ""What's your story?"" [DIAL:001243AB]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19967] vDialogueGomorrahVMS21JoanaTopic053 [DIAL:001243AB];;
INFO;FalloutNV.esm;00124404;;Oh, nothing special, hon. I'm the best lay in Gomorrah, and that's all you need to know.;NAM1;"vDialogueGomorrahVMS21JoanaTopic053 ""What's your story?"" [DIAL:001243AB]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19968] Children of 001243AB \ [0] [INFO:00124404];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243AC;vDialogueGomorrahVMS21JoanaTopic054;Do you like it here?;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic054 ""Do you like it here?"" [DIAL:001243AC]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19969] vDialogueGomorrahVMS21JoanaTopic054 [DIAL:001243AC];;
INFO;FalloutNV.esm;001243F8;;I like that you're here, doesn't that make you happy?;NAM1;"vDialogueGomorrahVMS21JoanaTopic054 ""Do you like it here?"" [DIAL:001243AC]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19970] Children of 001243AC \ [0] [INFO:001243F8];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243AD;vDialogueGomorrahVMS21JoanaTopic055;Let's talk about having fun.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic055 ""Let's talk about having fun."" [DIAL:001243AD]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19971] vDialogueGomorrahVMS21JoanaTopic055 [DIAL:001243AD];;
DIAL;FalloutNV.esm;001243AE;vDialogueGomorrahVMS21JoanaTopic056;Let's go back to my other questions.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic056 ""Let's go back to my other questions."" [DIAL:001243AE]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19972] vDialogueGomorrahVMS21JoanaTopic056 [DIAL:001243AE];;
DIAL;FalloutNV.esm;001243AF;vDialogueGomorrahVMS21JoanaTopic057;What's the deal with Gomorrah?;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic057 ""What's the deal with Gomorrah?"" [DIAL:001243AF]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19973] vDialogueGomorrahVMS21JoanaTopic057 [DIAL:001243AF];;
INFO;FalloutNV.esm;001243F6;;It's your paradise on this desolate earth, hon. Your troubles are gone, your pain forgotten, and your dreams come true.;NAM1;"vDialogueGomorrahVMS21JoanaTopic057 ""What's the deal with Gomorrah?"" [DIAL:001243AF]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19974] Children of 001243AF \ [0] [INFO:001243F6];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243B0;vDialogueGomorrahVMS21JoanaTopic058;Tell me about Gomorrah's clients.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic058 ""Tell me about Gomorrah's clients."" [DIAL:001243B0]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19975] vDialogueGomorrahVMS21JoanaTopic058 [DIAL:001243B0];;
INFO;FalloutNV.esm;001243EB;;Everyone wants a piece of their own personal heaven. So, they come here, for hours... and hours, hon{chuckles}.|Military men, NCR ranchers, wandering travelers... they're all the same without their clothes on. What they want, the Omertas provide.;NAM1;"vDialogueGomorrahVMS21JoanaTopic058 ""Tell me about Gomorrah's clients."" [DIAL:001243B0]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19976] Children of 001243B0 \ [0] [INFO:001243EB];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243B1;vDialogueGomorrahVMS21JoanaTopic059;I'm here for some fun.;FULL - Name;"vDialogueGomorrahVMS21JoanaTopic059 ""I'm here for some fun."" [DIAL:001243B1]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19977] vDialogueGomorrahVMS21JoanaTopic059 [DIAL:001243B1];;
INFO;FalloutNV.esm;0012441A;;So you've followed the call of your desires... all the way to the arms of Joana, moi. Now that you've found me, I wonder, do you have what it takes?;NAM1;"vDialogueGomorrahVMS21JoanaTopic059 ""I'm here for some fun."" [DIAL:001243B1]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19978] Children of 001243B1 \ [0] [INFO:0012441A];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012441B;;Yes?|So, what do you want to do with what you've got?;NAM1;"vDialogueGomorrahVMS21JoanaTopic059 ""I'm here for some fun."" [DIAL:001243B1]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19978] Children of 001243B1 \ [1] [INFO:0012441B];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012441C;;"Consider it ""on the house,"" honey.";NAM1;"vDialogueGomorrahVMS21JoanaTopic059 ""I'm here for some fun."" [DIAL:001243B1]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19978] Children of 001243B1 \ [2] [INFO:0012441C];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;0012441D;;Okay, we can have more fun together, but it's not going to be free, hon.;NAM1;"vDialogueGomorrahVMS21JoanaTopic059 ""I'm here for some fun."" [DIAL:001243B1]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19978] Children of 001243B1 \ [3] [INFO:0012441D];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
INFO;FalloutNV.esm;001263F9;;Look, I can't right now. I just want to leave this place and be with Carlitos.;NAM1;"vDialogueGomorrahVMS21JoanaTopic059 ""I'm here for some fun."" [DIAL:001243B1]";Topic;"vDialogueGomorrah ""Gomorrah Freeform Dialogue and Quests"" [QUST:0010C721]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19978] Children of 001243B1 \ [4] [INFO:001263F9];;"VMS21Joana ""Joana"" [NPC_:0010C6F6]"
DIAL;FalloutNV.esm;001243B2;VMS21aCarlitosWayneTopic039;I couldn't convince her to attempt a escape.;FULL - Name;"VMS21aCarlitosWayneTopic039 ""I couldn't convince her to attempt a escape."" [DIAL:001243B2]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19979] VMS21aCarlitosWayneTopic039 [DIAL:001243B2];;
INFO;FalloutNV.esm;001243FB;;That won't do... at all. Listen, it can't be the jet, Cachino's got her scared shitless.|Find a way to make this work... please.;NAM1;"VMS21aCarlitosWayneTopic039 ""I couldn't convince her to attempt a escape."" [DIAL:001243B2]";Topic;"VMS21a ""Bye Bye Love"" [QUST:00110A65]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19980] Children of 001243B2 \ [0] [INFO:001243FB];;"CarlitosWayne ""Carlitos"" [NPC_:0011F862]"
DIAL;FalloutNV.esm;001243B3;VMS21aCarlitosWayneTopic040;Joana's happy to hear from you and wants to escape Gomorrah.;FULL - Name;"VMS21aCarlitosWayneTopic040 ""Joana's happy to hear from you and wants to escape Gomorrah."" [DIAL:001243B3]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19981] VMS21aCarlitosWayneTopic040 [DIAL:001243B3];;
INFO;FalloutNV.esm;001243EA;;She is...? Listen, no time to waste. Help her get to Freeside, that's our ticket out of this fucking city.|I'll meet you there between midnight and dawn, though we could use some backup. We only got one chance to get this right, you hear?|These guys in Freeside, good shots, right? They owe me big time. Tell'em that Carlitos' back to collect his chips, they'll know what do.;NAM1;"VMS21aCarlitosWayneTopic040 ""Joana's happy to hear from you and wants to escape Gomorrah."" [DIAL:001243B3]";Topic;"VMS21a ""Bye Bye Love"" [QUST:00110A65]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19982] Children of 001243B3 \ [0] [INFO:001243EA];;"CarlitosWayne ""Carlitos"" [NPC_:0011F862]"
DIAL;FalloutNV.esm;001243B4;VMS21aCarlitosWayneTopic041;I'll be back when I convince her.;FULL - Name;"VMS21aCarlitosWayneTopic041 ""I'll be back when I convince her."" [DIAL:001243B4]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19983] VMS21aCarlitosWayneTopic041 [DIAL:001243B4];;
INFO;FalloutNV.esm;00124403;;Deal! Come back with news soon, you hear?;NAM1;"VMS21aCarlitosWayneTopic041 ""I'll be back when I convince her."" [DIAL:001243B4]";Topic;"VMS21a ""Bye Bye Love"" [QUST:00110A65]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19984] Children of 001243B4 \ [0] [INFO:00124403];;"CarlitosWayne ""Carlitos"" [NPC_:0011F862]"
DIAL;FalloutNV.esm;001243B5;VMS25EthelPhebusTopic001;{Placeholder for player topics};FULL - Name;"VMS25EthelPhebusTopic001 ""{Placeholder for player topics}"" [DIAL:001243B5]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19985] VMS25EthelPhebusTopic001 [DIAL:001243B5];;
INFO;FalloutNV.esm;001243F1;;He's got his reasons. And when that man gets a notion stuck in his head, he's like a Bighorner bull that's seen red.|And if it means Heck Gunderson's involved, then you better step aside before the stampede tramples you over.;NAM1;"VMS25EthelPhebusTopic001 ""{Placeholder for player topics}"" [DIAL:001243B5]";Topic;"VMS25 ""Pheeble Will"" [QUST:0011F86A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19986] Children of 001243B5 \ [0] [INFO:001243F1];;"EthelPhebus ""Ethel Phebus"" [NPC_:0011EB5B]"
INFO;FalloutNV.esm;001243F2;;It's not my place to say much, Walter thinks this is a man's job. I swear, I won't see the day he'll get over that Heck Gunderson.;NAM1;"VMS25EthelPhebusTopic001 ""{Placeholder for player topics}"" [DIAL:001243B5]";Topic;"VMS25 ""Pheeble Will"" [QUST:0011F86A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19986] Children of 001243B5 \ [1] [INFO:001243F2];;"EthelPhebus ""Ethel Phebus"" [NPC_:0011EB5B]"
DIAL;FalloutNV.esm;001243B6;VMS25EthelPhebusTopic002;{Placeholder for player topics};FULL - Name;"VMS25EthelPhebusTopic002 ""{Placeholder for player topics}"" [DIAL:001243B6]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19987] VMS25EthelPhebusTopic002 [DIAL:001243B6];;
INFO;FalloutNV.esm;001243F7;;"Oh, a good ways west of here, in a place you've never been. Far as we concerned, only name it ever had was ""Phebus Ranch.""|That was before we lost some land to Heck Gunderson. The bank demanded payment in full the day after the Stockmen's Association bailed it out.";NAM1;"VMS25EthelPhebusTopic002 ""{Placeholder for player topics}"" [DIAL:001243B6]";Topic;"VMS25 ""Pheeble Will"" [QUST:0011F86A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19988] Children of 001243B6 \ [0] [INFO:001243F7];;"EthelPhebus ""Ethel Phebus"" [NPC_:0011EB5B]"
DIAL;FalloutNV.esm;001243B7;VMS25EthelPhebusTopic003;{Placeholder for player topics};FULL - Name;"VMS25EthelPhebusTopic003 ""{Placeholder for player topics}"" [DIAL:001243B7]";Topic;; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19989] VMS25EthelPhebusTopic003 [DIAL:001243B7];;
INFO;FalloutNV.esm;0012440F;;If that's what you want to talk about, go see Walter. He'll talk your ear off.|Everything he says about the evils of Heck Gunderson is true, but I've never held the notion that fighting evil with evil carries the world forward.;NAM1;"VMS25EthelPhebusTopic003 ""{Placeholder for player topics}"" [DIAL:001243B7]";Topic;"VMS25 ""Pheeble Will"" [QUST:0011F86A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [19990] Children of 001243B7 \ [0] [INFO:0012440F];;"EthelPhebus ""Ethel Phebus"" [NPC_:0011EB5B]"
